source,seller,property_type,location_text,province,price_php,lot_area_sqm,floor_area_sqm,tct,sale_type,auction_date,maps_url,image_url,source_url,posted_date,branch
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,2655000.0,,22.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC03NDgxLTczYzUtODhkYS1iMTI4ZGNjZTk3YWUvMjUyOTlmNzVhNjUyYThmZTU5M2NmYWY2MDc3YmM0MGQyMWRlOTM0YjQ5NDU0MmU1NTYwMjAyOGU1MTA5NGNmYy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-b128dcce97f7-74ca-19f2721-8923-740e,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,2799800.0,,22.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC02ZDAzLTdhODUtYmViMC0xMzNlMDM1M2M3MjQvNWQ4Njk2M2E4MjcxYmU5OTcxNDY5NTg1NGMwM2IwNDBkY2RjNDJjMmEzMTE5MzU4OWYxZjU1MGI2OTAyZjcwNy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-133e0353c76d-6d4c-19f2721-bef9-7ace,,
lamudi,BPI (Buena Mano),House,"Oton, Iloilo",Iloilo,2887000.0,,2.0,,,,https://www.google.com/maps/search/?api=1&query=Oton%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS0yMDdjLTdlNTgtOWQyOS0xZjYyMjQ3ZDg5ZGYvOGFmNTI2YmE5NDM1NDg0ZmZmMjMyZWRmZTU3MWFlN2I2YzYwNzg3ZjM2MWRiNjcxMjgzOTMwY2UzZWMyMzJjMy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-1f62247d8a28-20c5-19f17b3-9d72-7ea1,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,3013500.0,,24.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC05YmIwLTdjNWUtODE3Zi03YjM5YTVmYjQ0M2EvZmE4OGUwZDQ3OTA0ZGUzMzAyNmI1YTI3N2M3ZjU2MTVkY2Y2ZTE5NjgzODRjYjRmZDE3NTM5ODQ1ZjM2OWVjOS5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-7b39a5fb4483-9bf9-19f2721-81c8-7ca7,,
lamudi,My Saving Grace Realty & Development Corp,House,"Iloilo, Iloilo",Iloilo,3070000.0,,72.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3OWNiMy1kNGI3LTcyZGMtOTVkNS1lNmFmYWY2ZGExYjgvMzQ3Mjc5ZDU3NjZkMThmYWJlNGU3YzcxYzQ5MzczYjg4YzkwNTI1NGQxOGEyOTUwMmJhYjkwNGFkMDA5ZTU4ZS5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-e6afaf6da201-d500-1979cfc-961e-7325,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,3156100.0,,24.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC1hMzgzLTdlNWMtOWNjNi1hYzJkZDdlYTg1MWMvZTIwNGEzYmIyNTcyZmQ0YmEwNzIzNTRiNzAxYmIzYWRjNmM3M2NmOTJlMzFlOTNlZGQ2YmMzMThjMjJkMTJmMC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-ac2dd7ea8565-a3cc-19f2721-9d0f-7ea5,,
lamudi,BDO,House,"Oton, Iloilo",Iloilo,3311000.0,,60.0,,,,https://www.google.com/maps/search/?api=1&query=Oton%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTliOTdhNS1kZDFmLTc3OTctYTRlNC1mMzA5YzZmMjRmZWMvOTMzYTJjZjRmMzRiYTE2MDY5OGI0ODRkZGZiNTMzM2E2NWQ3MDFhNDQyNzFhYmRlZTI1MzJlZWJkNTFlMWI2ZC5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-f309c6f25035-dd68-19b97ee-a52d-77e0,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,3331000.0,,23.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC03YjQ0LTdjNDctOGI0Yi0zZmUzMWI4OWVkOTUvYjFhNmEyNmFjZmZlYjI1YzcyMWVkYjI0YzA3ZDQzMWUzZmY5ZDVhYjZiZDRiOWY1ZjE5NmEzMzk2Y2IyZDczYy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-3fe31b89edde-7b8d-19f2721-8b94-7c90,,
lamudi,BPI (Buena Mano),House,"Iloilo, Iloilo",Iloilo,3400000.0,,89.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDNhOS02YjlmLTc2ZGEtODA5OS03MTIxMDc3MzhhMjYvNzkxMjU2MTg5NTg2Zjc2ZDIxYmJhYTAwNTNhYmViZTEzYmNiZTc4OTAzZjMxZTU2NDZhNWQ3ODBiMDg3Y2MzNi5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-712107738a6f-6be8-19c03f2-80e2-7723,,
lamudi,BPI (Buena Mano),House,"Iloilo, Iloilo",Iloilo,3500000.0,,93.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDM5Yy1hNmExLTcwMDAtYWM2ZC1hNWNmNTE0ZGU4NTcvMzEzZDgwNjU2N2M1MjVhM2QzYTkxMDA2ZTU4ZjFiNTViMmQ2ZGFhZTEyZjRjNTE2MjZhMDUwMTEzODMzOTQ0Yy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-a5cf514de8a0-a6ea-19c03e5-acb6-7049,,
lamudi,BPI (Buena Mano),House,"Pavia, Iloilo",Iloilo,3500000.0,,46.0,,,,https://www.google.com/maps/search/?api=1&query=Pavia%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDM5Yy1iMDM1LTdjZDItYjNhYy02ZDAzY2UwZDc1NTcvNTU0YTYwYzY4MTNkODA2MzllYzUwNjc3YmM5ZmE2MDViOGU3NzQ1M2EzNDRkMGI1MTQwNjc2M2YyMjQwNjQ4Zi5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-6d03ce0d75a0-b07e-19c03e5-b3f5-7d1b,,
lamudi,BPI (Buena Mano),Townhouse,"Pavia, Iloilo",Iloilo,3642300.0,,50.0,,,,https://www.google.com/maps/search/?api=1&query=Pavia%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS00OGMwLTdkM2QtYmZiOS1hMzMxYmFlY2I1OGYvOGFjMDI4MGI3M2ZjZGY4N2VjZjU1NTA4ZTM3ZTY5MGUyMWZjN2EyMjU0NDNiNjU2NWExNzEzYzExMzZlNjMzNS5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-a331baecb5d8-4909-19f17b3-c002-7d86,,
lamudi,BPI (Buena Mano),Lot,"Pavia, Iloilo",Iloilo,3668600.0,110.0,,,,,https://www.google.com/maps/search/?api=1&query=Pavia%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS0yYWFlLTdkM2ItYjA2Ni0zY2VjMDI3NzQwMzgvNTVhMjQxODgxYzBmYjExMGZiYTQ4YjhhNmZhOWY5MjVlNGY2NzUyYmZkYjU0NTAwMzcxYmYwMTczNzliYjFjMy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-3cec02774081-2af7-19f17b3-b0af-7d84,,
lamudi,BPI (Buena Mano),House,"Pavia, Iloilo",Iloilo,3668600.0,,,,,,https://www.google.com/maps/search/?api=1&query=Pavia%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS0zYzBmLTc1ZjMtYTdmMC0zYjk4ZTAyMDQ5NjEvZDRkNTUyOGVkNmY0NzcyOTQ5NGNlOTg5MzkzMzM3ZTFhMmJlMjhmNDIwZTg1ZjFjNDgwOTZhOWJkM2RhNWI3OC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-3b98e02049aa-3c58-19f17b3-a839-763c,,
lamudi,BDO,House,"Oton, Iloilo",Iloilo,3777800.0,,72.0,,,,https://www.google.com/maps/search/?api=1&query=Oton%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTliOTc3My01NTA4LTcxMTYtYmYzNS1iOGE5MzQ5OTM1NGUvZjkyZDUxNTdkMzZmYTQyOTA1MmNkMDZkMTZjMzE5ZjAzZDIwYzJlNDY1N2JlYmYyYmJjMzAwZDA1MTU2MTI4Yy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-b8a934993597-5551-19b97bc-bf7e-715f,,
lamudi,My Saving Grace Realty & Development Corp,Lot,"Iloilo, Iloilo",Iloilo,4304300.0,946.0,,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljNTVmOS0wZjA1LTc3NmQtYWY0Yy0zNzg5ZTNiZTE4MGMvZDVmOGY0YWRiZjQ5OWI0MzI0YjdmMWUxNDFkMjFlYjE5MDY5ZWJkODAwZDU5NmU1MGUxNTE1YjM1NWFkYmEwNC5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-3789e3be1855-f4e-19c5642-af95-77b6,,
lamudi,BPI (Buena Mano),House,"Iloilo, Iloilo",Iloilo,4528800.0,,218.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS1hNWFkLTdhYzEtYjYxNi04MTBmM2QwYTc0MDgvZGQ0OGU0YzM5ZGRiYzVlMzE2YzJlZGY4M2FlYWMzMWUyNmJlN2NkYjcxMmRhNmRjMGU0NzczYTA1ZTMyMDNmZC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-810f3d0a7451-a5f6-19f17b3-b65f-7b0a,,
lamudi,BPI (Buena Mano),House,"Pavia, Iloilo",Iloilo,4600000.0,,103.0,,,,https://www.google.com/maps/search/?api=1&query=Pavia%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDNhOC0xZTllLTcyZmItODkwZC0xNTI3ZjAyNzg5YWIvZmI4Mzk3OWE0ZDQ5YWQyZDEzZTdiODJiMTFmZDVlNmFiN2Q1YmZiNjU4N2Q4Mzg4ZWM5ODY3ODJhODE5ZmUwYy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-1527f02789f4-1ee7-19c03f1-8956-7344,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,5062800.0,,38.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC1iOWQ5LTdkZDgtOWMxZS0xZGIxMmVlNjEzMmMvMmVlMDhiMGMyYmJlNjQ1YTdjNGY3ODJjYWMyZjNjYWE1MjNiY2NhMTMwMDYxN2Y5MjcwMWIwODhhYjYxZDFkOC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-1db12ee61375-ba22-19f2721-9c67-7e21,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,5174100.0,,37.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC04Mzg4LTc4ZGEtYWUzMS0yYjFjMDhjYTcxYjYvZGYyZDY2OWNlOGM4MmY2YjYxNzM5ZWVmNmQ3YWM2NjMxN2IwNDNiMDQ2ZjMzZDMxYjBhOWQyYjg3MGM4ZWIwMC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-2b1c08ca71ff-83d1-19f2721-ae7a-7923,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,5241400.0,,37.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC05MzkyLTczNmItYjIwYS1hMDY2NDIzYWI3NzcvN2JlNDZlMjNhMTkxNmViNTA1MzU4ZTgyYTUzNTBhNmYwZmYxZDNmOWRiMzY1YjE1OTg2ODA1MDFhYWQwOTQyYS5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-a066423ab7c0-93db-19f2721-b253-73b4,,
lamudi,BPI (Buena Mano),House,"Oton, Iloilo",Iloilo,5440000.0,,171.0,,,,https://www.google.com/maps/search/?api=1&query=Oton%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDNhNy03ZjYwLTcyNjYtOTIxMi1mNGE1ZjI5OGVmZDIvZjI1ZmE3ZmRhZmI4N2M5ZjFiZmU1YmZhYTE2NDE3NjhlN2Q2OWE4NGI0MTdhNGIxNDNmNDU0MzcxNDRmOGM1MS5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-f4a5f298f01b-7fa9-19c03f0-925b-72af,,
lamudi,My Saving Grace Realty & Development Corp,House,"Iloilo, Iloilo",Iloilo,5500000.0,,118.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljNTYwMy0wZGNhLTc1NzAtYmFjZC1kMTUwNzg3MzI2MzEvYmRhOTI3MzliZDBhNWU3ZTFiNDRkYTRiNGEwMDkxN2NhMWU2Y2MyOGJmZDI1YzQ5OGM3M2I1ZmY3MTU5MGRjYy5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-d1507873267a-e13-19c564c-bb16-75b9,,
lamudi,My Saving Grace Realty & Development Corp,House,"Iloilo, Iloilo",Iloilo,5520000.0,,128.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk5NWQyNy0wNjJkLTc2NWQtOTIyNC05MDkyNjI4ZjExZmYvMzMzYjAzZmNjNDRhOWI0MzdjZDAxMjdjMjFlMGVlNzI2MzkyYTRmY2E4MGY3ODMyZjhlN2MyNjIyYmU0ZTkwYy5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-9092628f1248-676-1995d70-926d-76a6,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,6011800.0,,43.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC04YjI2LTdkYzgtOTU1YS1jYjlkOTczZTE2MDIvNzNmNjdhOWY0MDVlYjgzZjgyYmZkYTgwZjc2MWEyMDUzZWIzODI0MmM1NWE4ZWViZTU1NWYxMDA0MmYzYTZmOS5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-cb9d973e164b-8b6f-19f2721-95a3-7e11,,
lamudi,BDO,Condominium,"Iloilo, Iloilo",Iloilo,6135000.0,,40.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlkZjZkMi05M2MwLTcxY2UtOGNhZC01OTM1N2Q4YzQyYWUvYzE3Yjk4OWVjMGE4YWQ2ZWE2MTA0ZWRkM2I0MWMyYjE3MzU3YjdjM2FjNTUwYjI3NDUxMWEyZTJhODYwYTBkZC5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-59357d8c42f7-9409-19df71b-8cf6-7217,,
lamudi,My Saving Grace Realty & Development Corp,Lot,"Iloilo, Iloilo",Iloilo,7785340.0,2272.0,,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljNTYwMC04MjYwLTc3ZGMtYWYyMC04OGFlMDFiZWM1NGQvMzAzNjFkNzA2ZTFkMjczZmMyODZiNTM0M2EzZDY5ZjA4ZGFlNTU2YmFmYjM3MGU0M2UyZGJmMGYwZmRhYTM0Zi5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-88ae01bec596-82a9-19c5649-af69-7825,,
