source,seller,property_type,location_text,province,price_php,lot_area_sqm,floor_area_sqm,tct,sale_type,auction_date,maps_url,image_url,source_url,posted_date,branch
lamudi,My Saving Grace Realty & Development Corp,Lot,"Iloilo, Iloilo",Iloilo,7858000.0,400.0,,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NmMwYi1mMDhkLTdiNWUtYjMxYS05MDM0NDVlMGI2MmIvODRiYzlhN2QzM2U3NTgyYWI1Y2Q3N2RhODA2ZDBmOGFjNDBmYzE5MWMzZDRiMzk3N2E2YzhkYmEzOTU4ZDAyYi5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-903445e0b674-f0d6-1976c54-b363-7ba7,,
lamudi,My Saving Grace Realty & Development Corp,Lot,"Oton, Iloilo",Iloilo,8325000.0,323.0,,,,,https://www.google.com/maps/search/?api=1&query=Oton%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljNTYwMS01ODIyLTc2ZDMtOWE3My0xY2Y2ZTU4M2UyMmYvNGFmZjk1YzYxNWIyMmIzMzFmMzAwYTdjNTI5NzAyNTJmOTNhZDdhOTkyOWRiMmRlNDQ1NjhlNDNlMTZlM2NmNy5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-1cf6e583e278-586b-19c564a-9abc-771c,,
lamudi,BPI (Buena Mano) / BPI (Buena Mano) / My Saving Grace Realty & Development Corp,House,"Iloilo, Iloilo",Iloilo,8500000.0,,180.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDNhNi0zYmE5LTc2YWUtOWFlMS1mOTA0YWQxMzc0OGYvNzBkNDVjZTQ0OWVjYjdkZGY4OGQ3NDliNWQzYzViMDcyMGVhYTFjOGViYzU5MGYxMzZmNDE1MWU4Nzc2MDAxNy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-f904ad1374d8-3bf2-19c03ef-9b2a-76f7,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,9072000.0,,70.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC1hYTJjLTc0NjQtODYyMC03MDZkNzZhYWIxNjUvMWY2YmEyYTNmZTg3ZDc1Yzc5OGZjMDg1NjVkM2JhZmViNmQyNDhkNTMyOGEyZjQ3YTVmMDY1OGYwYmFkMjliNi5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-706d76aab1ae-aa75-19f2721-8669-74ad,,
lamudi,BPI (Buena Mano),Condominium,"Iloilo, Iloilo",Iloilo,11261300.0,,85.0,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMjZkOC1iMWZmLTc5ODAtYTViNC00YTliYzk0YzRkZWQvYjI4YzMyOWIzOTI5NDZkMDQ0ZDlhNjhhMzY1Mzk3MjliZTUzYjFkODgwYmFmNWY4ZDk1MjNhZjkyYTlhMmEzNC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-4a9bc94c4e36-b248-19f2721-a5fd-79c9,,
lamudi,BPI (Buena Mano),Lot,"Anilao, Iloilo",Iloilo,12350000.0,300000.0,,,,,https://www.google.com/maps/search/?api=1&query=Anilao%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDM5NS03MDE5LTc4MzUtYjkxMi1hNGFiM2ZhNDM5ODkvYWFjMWZkNzcxNmE2NjNkZmQwNjNjMmM5NDFhOWQ0OWI5NjhiYjY5OWM4OTgwMWM4ZTBiNmFhZGZiY2YwYTNhOC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-a4ab3fa439d2-7062-19c03de-b95b-787e,,
lamudi,BDO,Lot,"Calinog, Iloilo",Iloilo,188682120.0,524117.0,,,,,https://www.google.com/maps/search/?api=1&query=Calinog%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTllOGMyOS0zY2Q0LTc4ODgtOTgyZS00ZDM2ZWJlYjQ0ZjEvZDUzYTk2YjQwZDc5Y2UyZWFjMzk3ZmNmYzAxZWQ4NGYzYjU2NjhmMDcyNjRlYTY4ODNkNzU4N2E0YzcwOTdhYi5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-4d36ebeb453a-3d1d-19e8c72-9877-78d1,,
lamudi,BPI (Buena Mano) / Tilda Villanueva / Tilda Villanueva,Lot,"Iloilo, Iloilo",Iloilo,220000000.0,20000.0,,,,,https://www.google.com/maps/search/?api=1&query=Iloilo%2C+Iloilo%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWFlNzViLWJjMmQtN2YxNS1hYzBmLTBiYTFjMjU5NjlkNy8wMTlhZTc2My0zYmU5LTcwMzgtOWNjNi0wMmM2NmYwOTZjOTQuanBnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-ba1c2596a20-bc76-19ae7a4-ac58-7f5e,,
lamudi,BPI (Buena Mano),Lot,"Roxas, Capiz",Capiz,55250.0,50.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDNiMy1jOTQxLTdhM2UtYTA3ZS02ZTZjNzBlNTQyY2EvZGM1NzBkNDdlOGE0M2MwZjc2MmFlZDc3NTYyODQ3MzE2OTM5MmZkNWU3OTI1NDlkMmRiOWJlZjQwZDU3OTEzYS5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-6e6c70e54313-c98a-19c03fc-a0c7-7a87,,
lamudi,BPI (Buena Mano),Lot,"Roxas, Capiz",Capiz,63750.0,50.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDNiMy0wMzEyLTdjYWEtYjgyYy1jNmUxZmNmNmFkYzIvNjQ1MWVmMjJjMjk1NGM4NTg5MTZkNjQxZTk1YmEwMmE0NTc0YmJhOTM5NTVkYjYzOTFkYzMyZDJlMTVkODc4MC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-c6e1fcf6ae0b-35b-19c03fc-b875-7cf3,,
lamudi,BPI (Buena Mano),Lot,"Roxas, Capiz",Capiz,79170.0,58.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDNiMi1kOTBkLTdkZmEtOWM0MC1kYjMwY2MxZThiYWYvN2I5MzU1NWY1MDg2NzVjMzA4ZGQyYmE3ZjQyYTc4Zjg5MGZlOTBlZTgwYWJkYjA2NGRkZjg2ZDhlZTExZDRjMC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-db30cc1e8bf8-d956-19c03fb-9c89-7e43,,
lamudi,BPI (Buena Mano),Lot,"Roxas, Capiz",Capiz,97200.0,85.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS1kYzUwLTc2MGMtYjZlYy0zZjdlMTc2OTc0MzgvNDBlYWM1OTRkMzk0ZTE5OTRiYTE1MzM3NDdkZDBmOGQ3MmQ4ZDk4OTJiMmM3ZjE2OTkxNWI3OGJmMWFkZDExNC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-3f7e17697481-dc99-19f17b3-b735-7655,,
lamudi,BPI (Buena Mano),Lot,"Roxas, Capiz",Capiz,104000.0,91.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS1iMDNhLTczYzktOWJjOC0yY2ZiZTU3ODRlMTMvNWJhNTdlYWM1ZWI5Y2YyMjAwM2UwZWJjZTg4NTI3YzQ1YzdjOWRmYjM0ZWUyNzA1MjJiMTViMmJiZjEzMmE3Yi5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-2cfbe5784e5c-b083-19f17b3-9c11-7412,,
lamudi,BPI (Buena Mano),Lot,"Roxas, Capiz",Capiz,115500.0,101.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS1jM2JiLTczNTUtOTg2YS04NmQyNzIwZjMxNzAvMjFlZjE0YWM5NWEyNTkwOTg4NTNkOGQyNGM4YWYzOWE3Y2FkMTM1NWE1YjkwZWEyYzg3YmYwYjE3M2VmNDFkOC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-86d2720f31b9-c404-19f17b3-98b3-739e,,
lamudi,BPI (Buena Mano),Lot,"Roxas, Capiz",Capiz,123500.0,108.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS1jZWRhLTdiZmYtOGNjNC1lOTVlNzg1OGIyOTAvOWVhNTFlZWQ4Nzc4Mjc2NjUzNjYwNmI0MWJhMjgwYjM4NjUzNzg2YjY1YTZkNTdjOWQ3OWJlZjZiYjFkMmQ4Yi5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-e95e7858b2d9-cf23-19f17b3-8d0d-7c48,,
lamudi,BPI (Buena Mano),Lot,"Roxas, Capiz",Capiz,161200.0,141.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTlmMTc2YS1iOWYzLTc0MDgtYTgyOC00M2M5ZjQyMDg3OTYvMmE4MTUxZDNmZTgxYTg2YzBjYzc3NmZhMDY2MTdiOTIzMzQ5MWRkNDdkNWZkNTUyMGVjODY5MTU5YzVjN2RkYy5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-43c9f42087df-ba3c-19f17b3-a871-7451,,
lamudi,BPI (Buena Mano),Lot,"Roxas, Capiz",Capiz,170625.0,125.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDNhZS0xZDQ4LTcwNjctYTE4OC1jNDliOTgyYWQ5MzkvZjJmOTVjZGMyYTEwMmU0YWI3ZDE2NjNhNGY3ZDNlNzFkOTRiZTY2MGM0NTdkZWI2OTZmYzBiNDJhOGQxOTMyYi5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-c49b982ad982-1d91-19c03f7-a1d1-70b0,,
foreclosurephilippines,Pag-IBIG,,"Roxas City, Capiz",Capiz,296000.0,80.0,,097-2022001880,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/07/fil5920240926004-310x190.jpg,https://www.foreclosurephilippines.com/advert/pag-ibig-ropa-805823102500003-lot-3-blk-21-tierra-verde-bolo-roxas-city-capiz-5800-negotiated-sale-on-jul-27-2026-jul-31-2026/,2026/07/19,BACOLOD BRANCH
foreclosurephilippines,Unknown (foreclosurephilippines),,"Sigma, Capiz",Capiz,377000.0,9417.0,,,,,https://www.google.com/maps/search/?api=1&query=Sigma%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2017/10/maybank-foreclosed-properties-for-sale-featured.jpg,https://www.foreclosurephilippines.com/advert/maybank-foreclosed-property-at-lot-2365-d-sitio-san-isidro-brgy-mianay-sigma-capiz-agricultural-lot-not-in-banks-possession-occupied/,2026/04/11,
lamudi,BPI (Buena Mano),House,"Roxas, Capiz",Capiz,380380.0,,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljMDNhMy04YmQzLTc2ZmEtYjc0Ny1jNjg4MzgxZGY3MTUvY2ZjMjBjOTNjZDdhYmRiMjhjZmE0YmQwN2M1MDJjYTM5ZDFjZmIyZTNhMTViMGE2OGY5YTI0MjdiNmQ5NGMzMC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-c688381df75e-8c1c-19c03ec-b790-7743,,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Roxas City, Capiz",Capiz,420000.0,140.0,1.0,,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/04/0289205_pic001-310x190.jpg,https://www.foreclosurephilippines.com/advert/foreclosed-vacant-lot-for-sale-in-roxas-city-capiz-an-0289205/,2026/07/01,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Roxas City, Capiz",Capiz,450000.0,150.0,1.0,,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/04/0289172_pic001-310x190.jpg,https://www.foreclosurephilippines.com/advert/bfs-foreclosed-lot-only-at-blk-4-lot-2-alley-1-paragon-village-dinginan-roxas-city-capiz-occupied/,2026/07/01,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Roxas City, Capiz",Capiz,490000.0,140.0,1.0,,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/04/0039835_pic001-310x190.jpg,https://www.foreclosurephilippines.com/advert/foreclosed-vacant-lot-for-sale-in-roxas-city-capiz-an-0039835/,2026/07/01,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Roxas City, Capiz",Capiz,515000.0,147.0,1.0,,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/04/0045194_pic001-310x190.jpg,https://www.foreclosurephilippines.com/advert/foreclosed-vacant-lot-for-sale-in-roxas-city-capiz-an-0045194/,2026/07/01,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Roxas City, Capiz",Capiz,525000.0,150.0,1.0,,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/04/0065404_pic001-310x190.jpg,https://www.foreclosurephilippines.com/advert/foreclosed-vacant-lot-for-sale-in-roxas-city-capiz-an-0065404/,2026/07/01,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Roxas City, Capiz",Capiz,588000.0,147.0,1.0,,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/04/0045187_pic001-310x190.jpg,https://www.foreclosurephilippines.com/advert/foreclosed-vacant-lot-for-sale-in-roxas-city-capiz-an-0045187/,2026/07/01,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Roxas City, Capiz",Capiz,858000.0,286.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2017/10/maybank-foreclosed-properties-for-sale-featured.jpg,https://www.foreclosurephilippines.com/advert/philmay-foreclosed-property-at-lot-1157-f-5-along-unnamed-road-mabasa-subdivision-barangay-dayao-roxas-city-capiz-residential-lot-with-illegal-occupants-not-in-banks-possession-occupied/,2026/04/11,
foreclosurephilippines,Pag-IBIG,,"Roxas City, Capiz",Capiz,1044000.0,360.0,,097-2012001514,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/07/fil5920241025021-310x190.jpg,https://www.foreclosurephilippines.com/advert/pag-ibig-foreclosed-lot-only-lot-934-b-1-j-4-olano-subdivision-banica-roxas-city-capiz-5800-negotiated-sale-on-mar-30-2026-apr-10-2026/,2026/07/19,BACOLOD BRANCH
foreclosurephilippines,Pag-IBIG,,"Roxas City, Capiz",Capiz,1058500.0,365.0,,097-2019000132,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/07/fil5920240830002-310x190.jpg,https://www.foreclosurephilippines.com/advert/pag-ibig-foreclosed-lot-only-lot-933-a-6-olano-subd-mongpong-roxas-city-capiz-5800-negotiated-sale-on-mar-30-2026-apr-10-2026/,2026/07/19,BACOLOD BRANCH
foreclosurephilippines,Unknown (foreclosurephilippines),,"Panay, Capiz",Capiz,1064000.0,304.0,1.0,,,,https://www.google.com/maps/search/?api=1&query=Panay%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/04/0865062_pic001-310x190.jpg,https://www.foreclosurephilippines.com/advert/bfs-foreclosed-lot-only-at-blk-16-lot-9-road-lot-2-fuentes-subd-baybay-panay-capiz-occupied/,2026/07/01,
foreclosurephilippines,Pag-IBIG,,"Roxas City, Capiz",Capiz,1123200.0,160.0,,097-2026000689,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/07/fil5920260406008-310x190.jpg,https://www.foreclosurephilippines.com/advert/pag-ibig-ropa-858202503270046-lot-2-blk-4-costa-verde-subd-cagay-roxas-city-capiz-5800-2nd-public-auction-on-jul-27-2026-jul-31-2026/,2026/07/20,BACOLOD BRANCH
foreclosurephilippines,Pag-IBIG,,"Roxas City, Capiz",Capiz,1191903.0,491.0,,097-2025001558,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/07/fil5920250630046-310x190.jpg,https://www.foreclosurephilippines.com/advert/pag-ibig-foreclosed-lot-only-lot-939-a-4-blk-psd-06-058801-olano-subd-mongpong-roxas-city-capiz-5800-negotiated-sale-on-mar-30-2026-apr-10-2026/,2026/07/19,BACOLOD BRANCH
foreclosurephilippines,Unknown (foreclosurephilippines),,"Pilar, Capiz",Capiz,1567000.0,14312.0,,,,,https://www.google.com/maps/search/?api=1&query=Pilar%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2022/06/bank-of-commerce-foreclosed-properties-2022-v1-310x190.jpg,https://www.foreclosurephilippines.com/advert/bank-of-commerce-foreclosed-property-at-lot-2203-lot-2205-sitio-sandaanon-brgy-casanayan-pilar-capiz-lot-area-14312-00-sqm-no-possession/,2026/07/17,
lamudi,My Saving Grace Realty & Development Corp,Lot,"Roxas, Capiz",Capiz,1770000.0,220.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas%2C+Capiz%2C+Philippines,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTljNTYxMC1iZGJlLTdiYTEtOWIyZi1mZjc2NzZkMjRlMDQvYjYzNDgxOWIyNDEyZWZiZWI2ZjBhZDFjNjUwZDgzMDI3M2VmNjA0NmMxYjhkMzkzNWM1ZWUxMGZkOGU5M2ZhNC5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-ff7676d24e4d-be07-19c5659-9b78-7bea,,
foreclosurephilippines,Pag-IBIG,,"Roxas City, Capiz",Capiz,1855920.0,421.8,,(T-56731) 097-2025000259,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2026/07/fil5920260406010-310x190.jpg,https://www.foreclosurephilippines.com/advert/pag-ibig-foreclosed-lot-only-lot-15-blk-4-homesite-village-subdivision-lawa-an-roxas-city-capiz-5800-1st-public-auction-on-may-25-2026-may-29-2026/,2026/07/13,BACOLOD BRANCH
foreclosurephilippines,Unknown (foreclosurephilippines),,"Dumarao, Capiz",Capiz,1981000.0,48300.0,,,,,https://www.google.com/maps/search/?api=1&query=Dumarao%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2017/10/maybank-foreclosed-properties-for-sale-featured.jpg,https://www.foreclosurephilippines.com/advert/maybank-foreclosed-property-at-lot-289-bungsuan-dumarao-capiz-agricultural-lot-with-illegal-occupants-not-in-banks-possession-occupied/,2026/04/11,
foreclosurephilippines,Unknown (foreclosurephilippines),,"Roxas City, Capiz",Capiz,2380000.0,80.0,,,,,https://www.google.com/maps/search/?api=1&query=Roxas+City%2C+Capiz%2C+Philippines,https://www.foreclosurephilippines.com/wp-content/uploads/2017/10/maybank-foreclosed-properties-for-sale-featured.jpg,https://www.foreclosurephilippines.com/advert/philmay-foreclosed-property-at-lot-25-blk-34-jackson-street-westlake-3-tanque-roxas-city-capiz-residential-townhouse-unit-with-illegal-occupants-not-in-banks-possession-occupied/,2026/04/11,
